year,week,date,team1,score1,team2,score2
2023,9,Oct. 28,Susquehanna,33.0,Moravian,14.0
2023,9,Oct. 28,Wheaton (Ill.),75.0,Millikin,0.0
2023,9,Oct. 28,Cortland,73.0,Hartwick,7.0
2023,9,Oct. 28,Aurora,77.0,Rockford,10.0
2023,9,Oct. 28,Olivet,20.0,Alma,41.0
2023,9,Oct. 28,Endicott,23.0,Husson,13.0
2023,9,Oct. 28,Mary Hardin-Baylor,14.0,Hardin-Simmons,24.0
2023,9,Oct. 28,St. Scholastica,7.0,St. John's,62.0
2023,9,Oct. 28,Muskingum,13.0,John Carroll,42.0
2023,9,Oct. 28,Bethany,14.0,Grove City,56.0
2023,9,Oct. 28,Buffalo State,0.0,Ithaca,62.0
2023,9,Oct. 28,Whitworth,63.0,Lewis and Clark,21.0
2023,9,Oct. 28,Pacific,27.0,Linfield,42.0
2023,9,Oct. 28,Hendrix,6.0,Berry,53.0
2023,9,Oct. 28,UW-River Falls,49.0,UW-Stout,35.0
2023,9,Oct. 28,Stevenson,14.0,Delaware Valley,21.0
2023,9,Oct. 28,Lyon,43.0,Hilbert,27.0
2023,9,Oct. 28,Catholic,26.0,Keystone,14.0
2023,9,Oct. 28,Plymouth State,20.0,Westfield State,19.0
2023,9,Oct. 28,Kenyon,7.0,DePauw,58.0
2023,9,Oct. 28,Rochester,10.0,RPI,49.0
2023,9,Oct. 28,Alfred,12.0,St. John Fisher,30.0
2023,9,Oct. 28,Mass-Dartmouth,34.0,Bridgewater State,14.0
2023,9,Oct. 28,Merchant Marine,14.0,Springfield,21.0
2023,9,Oct. 28,Framingham State,28.0,Massachusetts Maritime,3.0
2023,9,Oct. 28,Gallaudet,14.0,Anna Maria,49.0
2023,9,Oct. 28,Albright,9.0,Misericordia,38.0
2023,9,Oct. 28,Norwich,26.0,MIT,29.0
2023,9,Oct. 28,Nichols,46.0,Curry,48.0
2023,9,Oct. 28,Amherst,7.0,Wesleyan,34.0
2023,9,Oct. 28,Greensboro,47.0,Southern Virginia,7.0
2023,9,Oct. 28,Geneva,43.0,Waynesburg,29.0
2023,9,Oct. 28,Wittenberg,20.0,Wabash,52.0
2023,9,Oct. 28,FDU-Florham,24.0,Eastern,19.0
2023,9,Oct. 28,Western New England,42.0,University of New England,7.0
2023,9,Oct. 28,Ohio Wesleyan,50.0,Oberlin,7.0
2023,9,Oct. 28,Hampden-Sydney,42.0,Guilford,21.0
2023,9,Oct. 28,Averett,35.0,Shenandoah,49.0
2023,9,Oct. 28,TCNJ,36.0,Salisbury,27.0
2023,9,Oct. 28,Belhaven,7.0,Maryville (Tenn.),20.0
2023,9,Oct. 28,Thiel,3.0,Allegheny,27.0
2023,9,Oct. 28,Alvernia,26.0,Lebanon Valley,34.0
2023,9,Oct. 28,Hope,63.0,Kalamazoo,17.0
2023,9,Oct. 28,Westminster (Pa.),22.0,St. Vincent,20.0
2023,9,Oct. 28,St. Lawrence,0.0,Hobart,35.0
2023,9,Oct. 28,Kean,14.0,Franklin and Marshall,40.0
2023,9,Oct. 28,Christopher Newport,33.0,William Paterson,13.0
2023,9,Oct. 28,Tufts,34.0,Hamilton,36.0
2023,9,Oct. 28,Juniata,10.0,Lycoming,56.0
2023,9,Oct. 28,King's,14.0,Widener,31.0
2023,9,Oct. 28,McDaniel,6.0,Ursinus,49.0
2023,9,Oct. 28,Dickinson,28.0,Gettysburg,25.0
2023,9,Oct. 28,Salve Regina,27.0,WPI,24.0
2023,9,Oct. 28,Greenville,38.0,Westminster (Mo.),6.0
2023,9,,Unknown,,Unknown,
2023,9,Oct. 28,Capital,35.0,Baldwin Wallace,59.0
2023,9,Oct. 28,Franklin,0.0,Mount St. Joseph,55.0
2023,9,Oct. 28,Wilmington,35.0,Heidelberg,49.0
2023,9,Oct. 28,Defiance,51.0,Manchester,27.0
2023,9,Oct. 28,Bluffton,45.0,Anderson,7.0
2023,9,Oct. 28,Utica,3.0,Brockport,38.0
2023,9,Oct. 28,Hiram,14.0,Wooster,47.0
2023,9,Oct. 28,Coast Guard,21.0,SUNY-Maritime,24.0
2023,9,Oct. 28,Marietta,21.0,Ohio Northern,17.0
2023,9,Oct. 28,Ferrum,16.0,Bridgewater,48.0
2023,9,Oct. 28,Hanover,39.0,Rose-Hulman,44.0
2023,9,Oct. 28,Gustavus Adolphus,41.0,St. Olaf,40.0
2023,9,Oct. 28,Martin Luther,14.0,Northwestern (Minn.),21.0
2023,9,Oct. 28,Elmhurst,0.0,Washington U.,66.0
2023,9,Oct. 28,Birmingham-Southern,8.0,Rhodes,34.0
2023,9,Oct. 28,St. Norbert,56.0,Concordia-Chicago,7.0
2023,9,Oct. 28,Monmouth,45.0,Ripon,3.0
2023,9,Oct. 28,Bethel,40.0,Carleton,0.0
2023,9,Oct. 28,Loras,49.0,Buena Vista,21.0
2023,9,Oct. 28,Lawrence,12.0,Chicago,55.0
2023,9,Oct. 28,Luther,2.0,Coe,64.0
2023,9,Oct. 28,Sewanee,22.0,Centre,54.0
2023,9,Oct. 28,Augustana,44.0,Illinois Wesleyan,14.0
2023,9,Oct. 28,Macalester,27.0,Hamline,38.0
2023,9,Oct. 28,Cornell,28.0,Knox,21.0
2023,9,Oct. 28,Texas Lutheran,27.0,Howard Payne,31.0
2023,9,Oct. 28,Grinnell,0.0,Illinois College,93.0
2023,9,Oct. 28,Austin,13.0,McMurry,51.0
2023,9,Oct. 28,Concordia (Wis.),35.0,Eureka,21.0
2023,9,Oct. 28,Concordia-Moorhead,30.0,Augsburg,10.0
2023,9,Oct. 28,Carroll,27.0,Carthage,30.0
2023,9,Oct. 28,Sul Ross State,10.0,East Texas Baptist,24.0
2023,9,Oct. 28,Beloit,0.0,Lake Forest,41.0
2023,9,Oct. 28,Crown,23.0,Minnesota-Morris,56.0
2023,9,Oct. 28,Benedictine,34.0,Wisconsin Lutheran,24.0
2023,9,Oct. 28,UW-Stevens Point,28.0,UW-Oshkosh,66.0
2023,9,Oct. 28,Brevard,30.0,LaGrange,20.0
2023,9,Oct. 28,Albion,34.0,Adrian,21.0
2023,9,Oct. 28,Dean,19.0,Castleton,18.0
2023,9,Oct. 28,Chapman,14.0,Claremont-Mudd-Scripps,10.0
2023,9,Oct. 28,Puget Sound,40.0,Willamette,21.0
2023,9,Oct. 28,Pacific Lutheran,25.0,George Fox,35.0
2023,9,Oct. 28,Rowan,21.0,Montclair State,14.0
2023,9,Oct. 28,Dubuque,45.0,Simpson,21.0
2023,9,Oct. 28,N.C. Wesleyan,27.0,Methodist,3.0
2023,9,Oct. 28,Case Western Reserve,33.0,Washington and Jefferson,38.0
2023,9,Oct. 28,Pomona-Pitzer,38.0,Cal Lutheran,24.0
2023,9,Oct. 28,La Verne,12.0,Redlands,40.0
2023,10,Nov. 4,Illinois Wesleyan,26.0,North Central (Ill.),83.0
2023,10,Nov. 4,Mount Union,49.0,John Carroll,14.0
2023,10,Nov. 4,Wartburg,45.0,Nebraska Wesleyan,0.0
2023,10,Nov. 4,UW-La Crosse,31.0,UW-River Falls,28.0
2023,10,Nov. 4,UW-Whitewater,48.0,UW-Stevens Point,0.0
2023,10,Nov. 4,Trinity (Texas),44.0,Sewanee,6.0
2023,10,Nov. 4,Johns Hopkins,34.0,Dickinson,23.0
2023,10,Nov. 4,Randolph-Macon,49.0,Ferrum,16.0
2023,10,Nov. 4,Washington U.,35.0,Wheaton (Ill.),36.0
2023,10,Nov. 4,Brockport,17.0,Cortland,41.0
2023,10,Nov. 4,Lakeland,14.0,Aurora,70.0
2023,10,Nov. 4,Alma,45.0,Adrian,24.0
2023,10,Nov. 4,Curry,6.0,Endicott,48.0
2023,10,Nov. 4,Hardin-Simmons,59.0,Austin,19.0
2023,10,Nov. 4,St. John's,49.0,St. Olaf,10.0
2023,10,Nov. 4,Ithaca,51.0,St. Lawrence,14.0
2023,10,Nov. 4,George Fox,13.0,Whitworth,24.0
2023,10,Nov. 4,Linfield,42.0,Pacific Lutheran,19.0
2023,10,Nov. 4,Franklin and Marshall,45.0,Muhlenberg,48.0
2023,10,Nov. 4,Berry,53.0,Birmingham-Southern,6.0
2023,10,Nov. 4,Delaware Valley,28.0,Misericordia,6.0
2023,10,Nov. 3,Kalamazoo,33.0,Greenville,23.0
2023,10,Nov. 4,Wabash,52.0,Hiram,13.0
2023,10,Nov. 4,Bridgewater State,21.0,Framingham State,7.0
2023,10,Nov. 4,Catholic,40.0,Wilkes,35.0
2023,10,Nov. 4,Maryville (Tenn.),49.0,N.C. Wesleyan,14.0
2023,10,Nov. 4,Keystone,42.0,Juniata,35.0
2023,10,Nov. 4,Western Connecticut,54.0,Fitchburg State,0.0
2023,10,Nov. 4,RPI,21.0,Hobart,31.0
2023,10,Nov. 4,Castleton,8.0,Alfred State,44.0
2023,10,Nov. 4,Massachusetts Maritime,21.0,Plymouth State,31.0
2023,10,Nov. 4,FDU-Florham,28.0,Lebanon Valley,21.0
2023,10,Nov. 4,Dean,16.0,Gallaudet,38.0
2023,10,Nov. 4,King's,16.0,Stevenson,8.0
2023,10,Nov. 4,Worcester State,12.0,Westfield State,30.0
2023,10,Nov. 4,William Paterson,14.0,TCNJ,31.0
2023,10,Nov. 4,Moravian,20.0,Lycoming,31.0
2023,10,Nov. 4,Middlebury,41.0,Hamilton,7.0
2023,10,Nov. 4,Springfield,58.0,Norwich,7.0
2023,10,Nov. 4,Amherst,27.0,Bowdoin,23.0
2023,10,Nov. 4,Albright,16.0,Alvernia,28.0
2023,10,Nov. 4,Eastern,10.0,Widener,42.0
2023,10,Nov. 4,Bates,7.0,Trinity (Conn.),52.0
2023,10,Nov. 4,Colby,0.0,Tufts,38.0
2023,10,Nov. 4,Nichols,28.0,Western New England,69.0
2023,10,Nov. 4,Waynesburg,35.0,Bethany,26.0
2023,10,Nov. 4,LaGrange,27.0,Methodist,38.0
2023,10,Nov. 4,Denison,38.0,Kenyon,15.0
2023,10,Nov. 4,Carnegie Mellon,21.0,Westminster (Pa.),7.0
2023,10,Nov. 4,Shenandoah,25.0,Hampden-Sydney,26.0
2023,10,Nov. 4,Albion,35.0,Olivet,7.0
2023,10,Nov. 4,Trine,28.0,Hope,38.0
2023,10,Nov. 4,Belhaven,61.0,Southern Virginia,7.0
2023,10,Nov. 4,Huntingdon,31.0,Brevard,27.0
2023,10,Nov. 4,Oberlin,0.0,Wooster,36.0
2023,10,Nov. 4,Union,43.0,Buffalo State,17.0
2023,10,Nov. 4,Husson,30.0,University of New England,27.0
2023,10,Nov. 4,Washington and Jefferson,45.0,Geneva,7.0
2023,10,Nov. 4,St. John Fisher,15.0,Morrisville State,30.0
2023,10,Nov. 4,Rowan,16.0,Kean,6.0
2023,10,Nov. 4,Thiel,30.0,St. Vincent,27.0
2023,10,Nov. 4,Montclair State,19.0,Christopher Newport,14.0
2023,10,Nov. 4,Wesleyan,30.0,Williams,22.0
2023,10,Nov. 4,Ursinus,48.0,Gettysburg,35.0
2023,10,Nov. 4,Westminster (Mo.),18.0,Northwestern (Minn.),36.0
2023,10,Nov. 4,Centre,47.0,Hendrix,29.0
2023,10,Nov. 4,Heidelberg,21.0,Baldwin Wallace,24.0
2023,10,Nov. 4,Marietta,45.0,Capital,14.0
2023,10,Nov. 4,Otterbein,6.0,Ohio Northern,49.0
2023,10,Nov. 4,Mount St. Joseph,49.0,Bluffton,27.0
2023,10,Nov. 4,Rose-Hulman,78.0,Defiance,54.0
2023,10,Nov. 4,Manchester,0.0,Franklin,36.0
2023,10,Nov. 4,Anderson,0.0,Hanover,69.0
2023,10,Nov. 4,Wilmington,63.0,Muskingum,64.0
2023,10,Nov. 4,SUNY-Maritime,0.0,Salve Regina,49.0
2023,10,Nov. 4,Hartwick,6.0,Alfred,42.0
2023,10,Nov. 4,Salisbury,59.0,McDaniel,20.0
2023,10,Nov. 4,Allegheny,14.0,Case Western Reserve,42.0
2023,10,Nov. 4,Bridgewater,21.0,Washington and Lee,31.0
2023,10,Nov. 4,Rockford,21.0,Concordia (Wis.),66.0
2023,10,Nov. 4,Augustana,16.0,Carthage,13.0
2023,10,Nov. 4,Howard Payne,42.0,Sul Ross State,47.0
2023,10,Nov. 4,Minnesota-Morris,30.0,Martin Luther,27.0
2023,10,Nov. 4,Augsburg,42.0,Macalester,34.0
2023,10,Nov. 4,North Park,31.0,Elmhurst,8.0
2023,10,Nov. 4,Buena Vista,22.0,Central,56.0
2023,10,Nov. 4,Southwestern,42.0,Millsaps,13.0
2023,10,Nov. 4,UW-Stout,38.0,UW-Eau Claire,13.0
2023,10,Nov. 4,Hamline,33.0,St. Scholastica,26.0
2023,10,Nov. 4,Chicago,48.0,Grinnell,14.0
2023,10,Nov. 4,Millikin,0.0,Carroll,41.0
2023,10,Nov. 4,Ripon,52.0,Beloit,17.0
2023,10,Nov. 4,Coe,23.0,Dubuque,20.0
2023,10,Nov. 4,Lawrence,28.0,Knox,48.0
2023,10,Nov. 4,Eureka,21.0,Benedictine,41.0
2023,10,Nov. 4,UW-Oshkosh,7.0,UW-Platteville,22.0
2023,10,Nov. 4,Simpson,16.0,Loras,82.0
2023,10,Nov. 4,Carleton,20.0,Gustavus Adolphus,38.0
2023,10,Nov. 4,McMurry,36.0,Texas Lutheran,33.0
2023,10,Nov. 4,Concordia-Moorhead,14.0,Bethel,31.0
2023,10,Nov. 4,East Texas Baptist,12.0,Mary Hardin-Baylor,21.0
2023,10,Nov. 4,Lake Forest,14.0,Monmouth,16.0
2023,10,Nov. 4,Lyon,28.0,Luther,21.0
2023,10,Nov. 4,Concordia-Chicago,21.0,Wisconsin Lutheran,28.0
2023,10,Nov. 4,Illinois College,76.0,Cornell,34.0
2023,10,Nov. 4,Averett,34.0,Guilford,13.0
2023,10,Nov. 4,Wittenberg,36.0,Ohio Wesleyan,28.0
2023,10,Nov. 4,Coast Guard,28.0,WPI,21.0
2023,10,Nov. 4,Willamette,6.0,Pacific,64.0
2023,10,Nov. 4,Puget Sound,24.0,Lewis and Clark,66.0
2023,10,Nov. 4,Redlands,7.0,Pomona-Pitzer,20.0
2023,10,Nov. 4,Claremont-Mudd-Scripps,30.0,Cal Lutheran,13.0
2023,10,Nov. 4,La Verne,7.0,Chapman,37.0
2024,1,Sep. 7,Cortland,76.0,Hilbert,0.0
2024,1,Sep. 7,Carthage,0.0,St. John's,49.0
2024,1,Sep. 7,Hardin-Simmons,38.0,Howard Payne,6.0
2024,1,Sep. 7,Mount Union,55.0,Ferrum,6.0
2024,1,Sep. 6,Bridgewater,7.0,Susquehanna,41.0
2024,1,Sep. 7,Lakeland,0.0,UW-Platteville,65.0
2024,1,Sep. 7,Washington and Lee,26.0,Salisbury,48.0
2024,1,Sep. 7,Rose-Hulman,14.0,DePauw,57.0
2024,1,Sep. 7,Endicott,44.0,St. Lawrence,13.0
2024,1,Sep. 7,Wartburg,38.0,Monmouth,24.0
2024,1,Sep. 7,Geneva,0.0,Grove City,41.0
2024,1,Sep. 7,Carnegie Mellon,58.0,Thiel,0.0
2024,1,Sep. 7,Denison,7.0,Linfield,31.0
2024,1,Sep. 6,Aurora,33.0,Dubuque,21.0
2024,1,Sep. 7,Loras,0.0,Hope,49.0
2024,1,Sep. 7,St. Vincent,6.0,Washington and Jefferson,59.0
2024,1,Sep. 5,UW-La Crosse,35.0,RPI,0.0
2024,1,Sep. 7,Johns Hopkins,27.0,Ithaca,23.0
2024,1,Sep. 7,Wheaton (Ill.),14.0,UW-Oshkosh,21.0
2024,1,Sep. 7,Whitworth,40.0,Gustavus Adolphus,7.0
2024,1,Sep. 6,Western New England,32.0,Springfield,38.0
2024,1,Sep. 7,John Carroll,7.0,UW-Whitewater,34.0
2024,1,Sep. 7,Cornell,10.0,Coe,55.0
2024,1,Sep. 5,Buffalo State,0.0,Brockport,27.0
2024,1,Sep. 5,Rowan,35.0,Stevenson,16.0
2024,1,Sep. 5,Hiram,14.0,Heidelberg,38.0
2024,1,Sep. 5,Carroll,28.0,UW-Stout,16.0
2024,1,Sep. 5,Belhaven,21.0,Millsaps,23.0
2024,1,Sep. 6,Randolph-Macon,47.0,Dickinson,21.0
2024,1,Sep. 6,Gallaudet,6.0,Albright,17.0
2024,1,Sep. 6,Curry,10.0,Salve Regina,28.0
2024,1,Sep. 6,Union,26.0,Utica,41.0
2024,1,Sep. 6,Catholic,3.0,McDaniel,7.0
2024,1,Sep. 6,Alfred,7.0,Hobart,10.0
2024,1,Sep. 6,Massachusetts Maritime,14.0,SUNY-Maritime,22.0
2024,1,Sep. 6,William Paterson,9.0,FDU-Florham,37.0
2024,1,Sep. 6,WPI,14.0,Worcester State,9.0
2024,1,Sep. 6,Lebanon Valley,10.0,Franklin and Marshall,30.0
2024,1,Sep. 6,Anna Maria,41.0,Westfield State,13.0
2024,1,Sep. 6,Alvernia,14.0,Ursinus,45.0
2024,1,Sep. 6,LaGrange,12.0,East Texas Baptist,57.0
2024,1,Sep. 6,Augsburg,24.0,BX,14.0
2024,1,Sep. 7,Keystone,14.0,Misericordia,24.0
2024,1,Sep. 7,Anderson,0.0,Alfred State,13.0
2024,1,Sep. 7,UW-River Falls,41.0,Alma,35.0
2024,1,Sep. 7,Castleton,14.0,Norwich,12.0
2024,1,Sep. 7,Gettysburg,61.0,Juniata,41.0
2024,1,Sep. 7,Wittenberg,14.0,Baldwin Wallace,24.0
2024,1,Sep. 7,Rochester,28.0,Olivet,21.0
2024,1,Sep. 7,Fitchburg State,12.0,Dean,0.0
2024,1,Sep. 7,Widener,12.0,Lycoming,48.0
2024,1,Sep. 7,Guilford,14.0,Greensboro,0.0
2024,1,Sep. 7,TCNJ,34.0,Eastern,12.0
2024,1,Sep. 7,University of New England,24.0,Coast Guard,30.0
2024,1,Sep. 7,Austin,20.0,Kalamazoo,26.0
2024,1,Sep. 7,Western Connecticut,27.0,Merchant Marine,44.0
2024,1,Sep. 7,Case Western Reserve,41.0,Waynesburg,7.0
2024,1,Sep. 7,UW-Stevens Point,23.0,Albion,31.0
2024,1,Sep. 7,Bluffton,6.0,Kenyon,13.0
2024,1,Sep. 7,Allegheny,20.0,Bethany,14.0
2024,1,Sep. 7,Christopher Newport,42.0,Trine,6.0
2024,1,Sep. 7,Elmhurst,20.0,Adrian,55.0
2024,1,Sep. 7,Oberlin,6.0,Calvin,50.0
2024,1,Sep. 7,Delaware Valley,41.0,Hampden-Sydney,21.0
2024,1,Sep. 7,Kean,0.0,Morrisville State,7.0
2024,1,Sep. 7,Sewanee,9.0,Maryville (Tenn.),23.0
2024,1,Sep. 7,Shenandoah,33.0,Methodist,14.0
2024,1,Sep. 7,St. Norbert,0.0,Wabash,31.0
2024,1,Sep. 7,Southern Virginia,9.0,BX,44.0
2024,1,Sep. 7,Framingham State,14.0,Husson,56.0
2024,1,Sep. 7,Marietta,55.0,St. John Fisher,0.0
2024,1,Sep. 7,Hartwick,62.0,Unknown,6.0
2024,1,Sep. 7,Lawrence,7.0,Martin Luther,35.0
2024,1,Sep. 7,Chicago,0.0,Claremont-Mudd-Scripps,24.0
2024,1,Sep. 7,Muhlenberg,33.0,Moravian,7.0
2024,1,Sep. 7,Franklin,7.0,Ohio Northern,45.0
2024,1,Sep. 7,Centre,27.0,Hanover,12.0
2024,1,Sep. 7,Muskingum,42.0,Mount St. Joseph,35.0
2024,1,Sep. 7,Wilmington,13.0,Wooster,56.0
2024,1,Sep. 7,UW-Eau Claire,21.0,Concordia-Moorhead,10.0
2024,1,Sep. 7,Rockford,43.0,Beloit,17.0
2024,1,Sep. 7,Benedictine,34.0,Buena Vista,7.0
2024,1,Sep. 7,Illinois Wesleyan,14.0,Central,49.0
2024,1,Sep. 7,Eureka,6.0,Knox,7.0
2024,1,Sep. 7,Wisconsin Lutheran,7.0,Lake Forest,21.0
2024,1,Sep. 7,Mary Hardin-Baylor,10.0,BX,20.0
2024,1,Sep. 7,Illinois College,46.0,Millikin,21.0
2024,1,Sep. 7,Concordia-Chicago,23.0,Greenville,54.0
2024,1,Sep. 7,Manchester,3.0,Westminster (Mo.),23.0
2024,1,Sep. 7,Lyon,48.0,Grinnell,28.0
2024,1,Sep. 7,La Verne,24.0,Willamette,27.0
2024,1,Sep. 7,Nichols,24.0,Mass-Dartmouth,64.0
2024,1,Sep. 7,Puget Sound,21.0,Lewis and Clark,59.0
2024,1,Sep. 7,MIT,37.0,Bridgewater State,17.0
2024,1,Sep. 7,N.C. Wesleyan,29.0,Averett,41.0
2024,1,Sep. 7,Otterbein,7.0,Ohio Wesleyan,26.0
2024,1,Sep. 7,Wilkes,43.0,King's,28.0
2024,1,Sep. 7,Simpson,13.0,Augustana,30.0
2024,1,Sep. 7,Hamline,35.0,Crown,14.0
2024,1,Sep. 7,Ripon,41.0,North Park,42.0
2024,1,Sep. 7,Berry,43.0,Huntingdon,7.0
2024,1,Sep. 7,Macalester,16.0,Minnesota-Morris,17.0
2024,1,Sep. 7,Texas Lutheran,35.0,Trinity (Texas),20.0
2024,1,Sep. 7,St. Olaf,39.0,Northwestern (Minn.),21.0
2024,1,Sep. 7,Hendrix,43.0,Centenary (La.),20.0
2024,1,Sep. 7,McMurry,20.0,Southwestern,24.0
2024,1,Sep. 7,Nebraska Wesleyan,41.0,BX,25.0
2024,1,Sep. 7,Washington U.,44.0,Rhodes,20.0
2024,1,Sep. 7,Carleton,12.0,Pomona-Pitzer,28.0
2024,1,Sep. 7,Pacific,23.0,Chapman,43.0
2024,1,Sep. 7,Pacific Lutheran,43.0,BX,0.0
2024,1,Sep. 8,George Fox,17.0,Redlands,3.0
2024,1,,Unknown,,Unknown,
2024,2,Sep. 14,North Central (Ill.),48.0,Aurora,21.0
2024,2,Sep. 14,Lycoming,7.0,Cortland,70.0
2024,2,Sep. 14,Wartburg,13.0,St. John's,35.0
2024,2,Sep. 14,Hardin-Simmons,73.0,Curry,21.0
2024,2,Sep. 14,Brockport,21.0,Susquehanna,27.0
2024,2,Sep. 14,Dubuque,7.0,UW-Platteville,38.0
2024,2,Sep. 14,Muhlenberg,38.0,Salisbury,59.0
2024,2,Sep. 14,DePauw,33.0,Berry,0.0
2024,2,Sep. 14,Endicott,13.0,Ithaca,7.0
2024,2,Sep. 14,Geneva,7.0,Carnegie Mellon,41.0
2024,2,Sep. 14,Linfield,21.0,UW-Oshkosh,28.0
2024,2,Sep. 14,Franklin,6.0,Hope,48.0
2024,2,Sep. 14,Washington and Jefferson,58.0,Thiel,7.0
2024,2,Sep. 14,UW-La Crosse,21.0,BX,35.0
2024,2,Sep. 14,Johns Hopkins,14.0,Christopher Newport,3.0
2024,2,Sep. 14,Bethel,49.0,Northwestern (Minn.),3.0
2024,2,Sep. 14,Whitworth,19.0,BX,31.0
2024,2,Sep. 14,Springfield,76.0,Husson,7.0
2024,2,Sep. 14,Coe,43.0,UW-Eau Claire,41.0
2024,2,Sep. 13,RPI,32.0,Wilkes,25.0
2024,2,Sep. 13,Western Connecticut,45.0,Massachusetts Maritime,6.0
2024,2,Sep. 13,University of New England,13.0,WPI,31.0
2024,2,Sep. 13,Mount St. Joseph,28.0,Hiram,7.0
2024,2,Sep. 13,St. Lawrence,20.0,Norwich,9.0
2024,2,Sep. 14,Hilbert,6.0,Buffalo State,42.0
2024,2,Sep. 14,Merchant Marine,55.0,Gallaudet,7.0
2024,2,Sep. 14,Widener,27.0,Eastern,13.0
2024,2,Sep. 14,Coast Guard,52.0,Anna Maria,45.0
2024,2,Sep. 14,Mass-Dartmouth,73.0,Fitchburg State,7.0
2024,2,Sep. 14,Hobart,7.0,Randolph-Macon,14.0
2024,2,Sep. 14,Averett,27.0,Greensboro,20.0
2024,2,Sep. 14,Otterbein,7.0,Muskingum,24.0
2024,2,Sep. 14,Albright,7.0,FDU-Florham,35.0
2024,2,Sep. 14,Plymouth State,21.0,Worcester State,27.0
2024,2,Sep. 14,Utica,13.0,Moravian,18.0
2024,2,Sep. 14,Misericordia,14.0,King's,41.0
2024,2,Sep. 14,Bates,7.0,Amherst,19.0
2024,2,Sep. 14,Wesleyan,43.0,Middlebury,7.0
2024,2,Sep. 14,Capital,20.0,Catholic,38.0
2024,2,Sep. 14,Alma,38.0,Denison,30.0
2024,2,Sep. 14,Waynesburg,10.0,Westminster (Pa.),23.0
2024,2,Sep. 14,Bluffton,21.0,Albion,56.0
2024,2,Sep. 14,Hartwick,26.0,Keystone,51.0
2024,2,Sep. 14,Castleton,32.0,Framingham State,13.0
2024,2,Sep. 14,Juniata,28.0,Alfred,64.0
2024,2,Sep. 14,Stevenson,7.0,Lebanon Valley,37.0
2024,2,Sep. 14,St. Vincent,41.0,Allegheny,20.0
2024,2,Sep. 14,Kenyon,7.0,Kalamazoo,28.0
2024,2,Sep. 14,Wooster,23.0,Olivet,27.0
2024,2,Sep. 14,Hampden-Sydney,51.0,Brevard,30.0
2024,2,Sep. 14,Ursinus,31.0,Kean,17.0
2024,2,Sep. 14,Alvernia,7.0,Delaware Valley,42.0
2024,2,Sep. 14,Dickinson,24.0,William Paterson,0.0
2024,2,Sep. 14,Salve Regina,27.0,Western New England,45.0
2024,2,Sep. 14,Anderson,20.0,Oberlin,6.0
2024,2,Sep. 14,Colby,7.0,Trinity (Conn.),17.0
2024,2,Sep. 14,McDaniel,20.0,Rowan,30.0
2024,2,Sep. 14,Calvin,24.0,Concordia (Wis.),34.0
2024,2,Sep. 14,Baldwin Wallace,42.0,Wilmington,7.0
2024,2,Sep. 14,Hamilton,7.0,Williams,42.0
2024,2,Sep. 14,Bridgewater State,17.0,Westfield State,24.0
2024,2,Sep. 14,Southern Virginia,0.0,Bridgewater,80.0
2024,2,Sep. 14,Ohio Wesleyan,13.0,Wabash,30.0
2024,2,Sep. 14,Washington and Lee,28.0,BX,68.0
2024,2,Sep. 14,Nebraska Wesleyan,34.0,BX,24.0
2024,2,Sep. 14,Luther,7.0,St. Olaf,53.0
2024,2,Sep. 14,Buena Vista,13.0,Wisconsin Lutheran,44.0
2024,2,Sep. 14,Cornell,31.0,Lawrence,21.0
2024,2,Sep. 14,Grinnell,19.0,Ripon,23.0
2024,2,Sep. 14,Illinois College,35.0,Lake Forest,42.0
2024,2,Sep. 14,Rockford,31.0,St. Scholastica,24.0
2024,2,Sep. 14,Westminster (Mo.),0.0,Sewanee,42.0
2024,2,Sep. 14,UW-Whitewater,24.0,BX,14.0
2024,2,Sep. 14,UW-Stevens Point,24.0,St. Norbert,3.0
2024,2,Sep. 14,Monmouth,34.0,Chicago,21.0
2024,2,Sep. 14,Gettysburg,26.0,Montclair State,27.0
2024,2,Sep. 14,Franklin and Marshall,13.0,TCNJ,17.0
2024,2,Sep. 14,UW-Stout,22.0,BX,20.0
2024,2,Sep. 14,Manchester,27.0,Concordia-Chicago,28.0
2024,2,Sep. 14,SUNY-Maritime,15.0,Union,18.0
2024,2,Sep. 14,Southwestern,47.0,Puget Sound,19.0
2024,2,Sep. 14,Central,35.0,Cal Lutheran,10.0
2024,2,Sep. 14,Concordia-Moorhead,31.0,Pacific Lutheran,3.0
2024,2,Sep. 14,Adrian,20.0,BX,38.0
2024,2,Sep. 14,LaGrange,14.0,BX,44.0
2024,2,Sep. 14,Bowdoin,21.0,Tufts,23.0
2024,2,Sep. 14,Ferrum,28.0,N.C. Wesleyan,24.0
2024,2,Sep. 14,Hanover,0.0,Unknown,53.0
2024,2,Sep. 14,Rochester,28.0,Alfred State,0.0
2024,2,Sep. 14,Trine,39.0,Rose-Hulman,33.0
2024,2,Sep. 14,Hendrix,28.0,East Texas Baptist,63.0
2024,2,,Unknown,,Unknown,
2024,2,Sep. 14,Bethany,6.0,Case Western Reserve,64.0
2024,2,Sep. 14,Maryville (Tenn.),14.0,Centre,17.0
2024,2,Sep. 14,Methodist,12.0,Guilford,14.0
2024,2,Sep. 14,Crown,7.0,Simpson,45.0
2024,2,Sep. 14,Howard Payne,27.0,BX,29.0
